lsoa_code,borough,major_category,minor_category,value,year,month
E01002459,Hillingdon,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,10
E01001085,Croydon,Theft and Handling,Other Theft Person,0,2016,1
E01001363,Ealing,Theft and Handling,Theft From Motor Vehicle,0,2016,2
E01000061,Barking and Dagenham,Drugs,Other Drugs,0,2016,6
E01003414,Merton,Fraud or Forgery,Other Fraud & Forgery,0,2016,2
E01004078,Sutton,Violence Against the Person,Wounding/GBH,0,2016,11
E01004056,Southwark,Burglary,Burglary in Other Buildings,2,2016,6
E01001478,Enfield,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,12
E01002976,Kingston upon Thames,Criminal Damage,Other Criminal Damage,0,2016,8
E01004021,Southwark,Theft and Handling,Other Theft,1,2016,12
E01002076,Haringey,Theft and Handling,Handling Stolen Goods,0,2016,9
E01032770,Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,9
E01001165,Croydon,Violence Against the Person,Offensive Weapon,0,2016,12
E01001679,Greenwich,Robbery,Personal Property,0,2016,2
E01003147,Lambeth,Criminal Damage,Criminal Damage To Dwelling,0,2016,1
E01002915,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,11
E01001835,Hackney,Criminal Damage,Criminal Damage To Dwelling,0,2016,11
E01001672,Greenwich,Theft and Handling,Other Theft,1,2016,7
E01004705,Westminster,Violence Against the Person,Assault with Injury,0,2016,3
E01000650,Bromley,Robbery,Personal Property,0,2016,10
E01001508,Enfield,Drugs,Possession Of Drugs,0,2016,3
E01002910,Kensington and Chelsea,Other Notifiable Offences,Going Equipped,0,2016,3
E01001723,Hackney,Violence Against the Person,Wounding/GBH,0,2016,9
E01003497,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,3
E01000997,Croydon,Violence Against the Person,Wounding/GBH,1,2016,3
E01001070,Croydon,Criminal Damage,Criminal Damage To Other Building,0,2016,4
E01000285,Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,4
E01004742,Westminster,Drugs,Other Drugs,0,2016,10
E01000754,Bromley,Burglary,Burglary in Other Buildings,0,2016,12
E01001214,Ealing,Theft and Handling,Other Theft,1,2016,5
E01000589,Brent,Robbery,Personal Property,0,2016,3
E01000979,Croydon,Theft and Handling,Theft From Shops,1,2016,9
E01003550,Newham,Violence Against the Person,Offensive Weapon,0,2016,2
E01001107,Croydon,Violence Against the Person,Offensive Weapon,0,2016,9
E01001432,Enfield,Criminal Damage,Criminal Damage To Dwelling,0,2016,11
E01001884,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,0,2016,12
E01033455,Brent,Burglary,Burglary in a Dwelling,0,2016,3
E01001560,Enfield,Violence Against the Person,Other violence,0,2016,10
E01032576,Harrow,Violence Against the Person,Harassment,0,2016,9
E01001759,Hackney,Robbery,Business Property,0,2016,7
E01002745,Islington,Drugs,Drug Trafficking,0,2016,11
E01001003,Croydon,Theft and Handling,Theft From Motor Vehicle,0,2016,7
E01003202,Lewisham,Robbery,Personal Property,0,2016,7
E01000466,Bexley,Criminal Damage,Criminal Damage To Dwelling,1,2016,1
E01000752,Bromley,Drugs,Drug Trafficking,0,2016,8
E01003604,Newham,Drugs,Drug Trafficking,0,2016,8
E01001694,Greenwich,Burglary,Burglary in Other Buildings,0,2016,6
E01001103,Croydon,Theft and Handling,Theft From Motor Vehicle,0,2016,4
E01003024,Lambeth,Violence Against the Person,Offensive Weapon,0,2016,6
E01002424,Hillingdon,Theft and Handling,Handling Stolen Goods,0,2016,2
E01002960,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,2
E01004729,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,1
E01000185,Barnet,Drugs,Drug Trafficking,0,2016,1
E01002412,Hillingdon,Criminal Damage,Criminal Damage To Dwelling,0,2016,3
E01004630,Wandsworth,Criminal Damage,Criminal Damage To Other Building,0,2016,7
E01003496,Newham,Drugs,Possession Of Drugs,1,2016,10
E01001459,Enfield,Other Notifiable Offences,Other Notifiable,0,2016,12
E01002043,Haringey,Violence Against the Person,Harassment,4,2016,2
E01002572,Hounslow,Burglary,Burglary in Other Buildings,1,2016,9
E01003010,Kingston upon Thames,Violence Against the Person,Assault with Injury,0,2016,4
E01003280,Lewisham,Theft and Handling,Theft From Motor Vehicle,0,2016,4
E01000761,Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,2
E01001222,Ealing,Theft and Handling,Handling Stolen Goods,0,2016,12
E01000479,Brent,Violence Against the Person,Other violence,0,2016,3
E01003983,Southwark,Theft and Handling,Theft From Shops,0,2016,5
E01001533,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,1
E01032740,City of London,Drugs,Drug Trafficking,0,2016,11
E01002994,Kingston upon Thames,Burglary,Burglary in Other Buildings,0,2016,10
E01003339,Lewisham,Violence Against the Person,Other violence,0,2016,9
E01004328,Waltham Forest,Theft and Handling,Theft From Shops,1,2016,4
E01003704,Redbridge,Violence Against the Person,Wounding/GBH,0,2016,7
E01004689,Westminster,Theft and Handling,Handling Stolen Goods,2,2016,12
E01003193,Lewisham,Other Notifiable Offences,Going Equipped,0,2016,1
E01001948,Hammersmith and Fulham,Drugs,Other Drugs,0,2016,6
E01003921,Southwark,Theft and Handling,Other Theft,4,2016,7
E01001934,Hammersmith and Fulham,Other Notifiable Offences,Going Equipped,0,2016,11
E01002420,Hillingdon,Burglary,Burglary in Other Buildings,1,2016,9
E01001057,Croydon,Other Notifiable Offences,Other Notifiable,0,2016,10
E01001271,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,12
E01001991,Haringey,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,8
E01000471,Brent,Violence Against the Person,Common Assault,1,2016,1
E01000360,Bexley,Fraud or Forgery,Counted per Victim,0,2016,1
E01002795,Islington,Theft and Handling,Handling Stolen Goods,0,2016,2
E01002175,Harrow,Violence Against the Person,Harassment,0,2016,11
E01004323,Tower Hamlets,Violence Against the Person,Wounding/GBH,0,2016,1
E01000499,Brent,Violence Against the Person,Assault with Injury,0,2016,8
E01001881,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,12
E01001559,Enfield,Other Notifiable Offences,Other Notifiable,0,2016,9
E01004312,Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,0,2016,12
E01001442,Enfield,Drugs,Drug Trafficking,0,2016,8
E01003858,Richmond upon Thames,Violence Against the Person,Other violence,0,2016,2
E01033000,Hounslow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,4
E01004179,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,1
E01004457,Waltham Forest,Violence Against the Person,Offensive Weapon,0,2016,2
E01000222,Barnet,Other Notifiable Offences,Other Notifiable,0,2016,9
E01004556,Wandsworth,Violence Against the Person,Wounding/GBH,0,2016,1
E01001858,Hammersmith and Fulham,Theft and Handling,Handling Stolen Goods,0,2016,2
E01004702,Westminster,Drugs,Drug Trafficking,0,2016,2
E01002260,Havering,Other Notifiable Offences,Other Notifiable,0,2016,3
E01004659,Westminster,Drugs,Possession Of Drugs,1,2016,10
E01003477,Merton,Criminal Damage,Criminal Damage To Other Building,0,2016,7
E01000033,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,0,2016,2
E01003821,Richmond upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,2,2016,8
E01004038,Southwark,Robbery,Business Property,0,2016,6
E01001142,Croydon,Other Notifiable Offences,Other Notifiable,0,2016,1
E01004319,Tower Hamlets,Drugs,Possession Of Drugs,0,2016,5
E01000765,Bromley,Drugs,Possession Of Drugs,0,2016,12
E01001222,Ealing,Theft and Handling,Theft From Motor Vehicle,3,2016,8
E01033590,Redbridge,Theft and Handling,Handling Stolen Goods,0,2016,3
E01001122,Croydon,Other Notifiable Offences,Other Notifiable,0,2016,12
E01001999,Haringey,Burglary,Burglary in a Dwelling,0,2016,5
E01002782,Islington,Theft and Handling,Theft From Shops,0,2016,6
E01003721,Redbridge,Violence Against the Person,Other violence,0,2016,4
E01004370,Waltham Forest,Drugs,Possession Of Drugs,3,2016,8
E01002143,Harrow,Violence Against the Person,Other violence,0,2016,2
E01003255,Lewisham,Violence Against the Person,Harassment,1,2016,2
E01004193,Sutton,Violence Against the Person,Common Assault,2,2016,4
E01002302,Havering,Theft and Handling,Theft From Shops,0,2016,8
E01001792,Hackney,Robbery,Personal Property,0,2016,7
E01004360,Waltham Forest,Criminal Damage,Other Criminal Damage,0,2016,7
E01003814,Richmond upon Thames,Other Notifiable Offences,Other Notifiable,0,2016,2
E01004414,Waltham Forest,Violence Against the Person,Assault with Injury,1,2016,11
E01004310,Tower Hamlets,Violence Against the Person,Wounding/GBH,0,2016,6
E01004128,Sutton,Theft and Handling,Theft From Motor Vehicle,1,2016,2
E01004231,Tower Hamlets,Violence Against the Person,Harassment,6,2016,3
E01003886,Richmond upon Thames,Violence Against the Person,Assault with Injury,0,2016,12
E01000820,Bromley,Theft and Handling,Theft From Shops,1,2016,2
E01003635,Newham,Fraud or Forgery,Other Fraud & Forgery,0,2016,2
E01004193,Sutton,Theft and Handling,Other Theft Person,0,2016,5
E01033734,Greenwich,Drugs,Drug Trafficking,0,2016,1
E01000937,Camden,Burglary,Burglary in Other Buildings,0,2016,3
E01000376,Bexley,Burglary,Burglary in Other Buildings,0,2016,2
E01004005,Southwark,Criminal Damage,Criminal Damage To Dwelling,1,2016,9
E01001295,Ealing,Violence Against the Person,Other violence,0,2016,4
E01001971,Haringey,Other Notifiable Offences,Going Equipped,0,2016,1
E01003744,Redbridge,Criminal Damage,Criminal Damage To Dwelling,0,2016,8
E01033573,Barnet,Drugs,Other Drugs,0,2016,9
E01001716,Hackney,Theft and Handling,Handling Stolen Goods,0,2016,7
E01004581,Wandsworth,Violence Against the Person,Harassment,0,2016,10
E01003387,Merton,Violence Against the Person,Offensive Weapon,1,2016,6
E01003249,Lewisham,Drugs,Drug Trafficking,0,2016,5
E01000132,Barnet,Drugs,Drug Trafficking,0,2016,1
E01004292,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,11
E01003185,Lambeth,Criminal Damage,Criminal Damage To Dwelling,1,2016,6
E01000105,Barking and Dagenham,Violence Against the Person,Wounding/GBH,1,2016,12
E01001632,Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,4
E01004268,Tower Hamlets,Burglary,Burglary in Other Buildings,0,2016,10
E01001263,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2016,12
E01002415,Hillingdon,Robbery,Business Property,0,2016,5
E01033575,Newham,Theft and Handling,Other Theft,3,2016,9
E01002257,Havering,Violence Against the Person,Wounding/GBH,0,2016,7
E01002602,Hounslow,Theft and Handling,Theft From Shops,0,2016,6
E01001407,Enfield,Robbery,Personal Property,0,2016,1
E01002754,Islington,Criminal Damage,Criminal Damage To Other Building,0,2016,2
E01002425,Hillingdon,Theft and Handling,Other Theft Person,0,2016,4
E01004216,Tower Hamlets,Theft and Handling,Other Theft Person,0,2016,7
E01002178,Harrow,Theft and Handling,Other Theft Person,0,2016,2
E01001047,Croydon,Violence Against the Person,Offensive Weapon,1,2016,2
E01000976,Croydon,Criminal Damage,Criminal Damage To Other Building,0,2016,4
E01003232,Lewisham,Violence Against the Person,Common Assault,0,2016,2
E01004583,Wandsworth,Other Notifiable Offences,Going Equipped,0,2016,10
E01002616,Hounslow,Drugs,Other Drugs,0,2016,8
E01002905,Kensington and Chelsea,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,3
E01004389,Waltham Forest,Other Notifiable Offences,Other Notifiable,1,2016,1
E01004502,Wandsworth,Theft and Handling,Other Theft,1,2016,6
E01000010,Barking and Dagenham,Theft and Handling,Theft From Shops,20,2016,1
E01001065,Croydon,Violence Against the Person,Wounding/GBH,1,2016,5
E01002017,Haringey,Violence Against the Person,Assault with Injury,2,2016,2
E01003476,Merton,Robbery,Personal Property,0,2016,1
E01004679,Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,4
E01003908,Richmond upon Thames,Robbery,Business Property,0,2016,6
E01002915,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,0,2016,1
E01001827,Hackney,Drugs,Possession Of Drugs,0,2016,7
E01003013,Lambeth,Theft and Handling,Handling Stolen Goods,0,2016,9
E01000917,Camden,Theft and Handling,Theft From Shops,1,2016,5
E01000038,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,0,2016,4
E01001014,Croydon,Violence Against the Person,Assault with Injury,7,2016,1
E01004746,Westminster,Criminal Damage,Criminal Damage To Other Building,0,2016,5
E01001822,Hackney,Drugs,Drug Trafficking,0,2016,7
E01003407,Merton,Theft and Handling,Other Theft,2,2016,1
E01003239,Lewisham,Robbery,Business Property,0,2016,3
E01003456,Merton,Theft and Handling,Other Theft Person,4,2016,12
E01004324,Tower Hamlets,Theft and Handling,Handling Stolen Goods,0,2016,6
E01004504,Wandsworth,Robbery,Business Property,0,2016,5
E01001489,Enfield,Other Notifiable Offences,Other Notifiable,1,2016,10
E01004398,Waltham Forest,Drugs,Possession Of Drugs,1,2016,8
E01003908,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,0,2016,9
E01004574,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,7
E01002808,Islington,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,8
E01001320,Ealing,Theft and Handling,Other Theft Person,0,2016,11
E01000250,Barnet,Theft and Handling,Other Theft Person,1,2016,3
E01003466,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,5
E01001369,Ealing,Violence Against the Person,Other violence,0,2016,6
E01004719,Westminster,Sexual Offences,Other Sexual,0,2016,7
E01001862,Hammersmith and Fulham,Violence Against the Person,Offensive Weapon,0,2016,9
E01000676,Bromley,Drugs,Other Drugs,0,2016,9
E01000892,Camden,Other Notifiable Offences,Other Notifiable,0,2016,4
E01003005,Kingston upon Thames,Drugs,Drug Trafficking,0,2016,2
E01003288,Lewisham,Criminal Damage,Criminal Damage To Dwelling,3,2016,11
E01000546,Brent,Drugs,Possession Of Drugs,0,2016,6
E01000230,Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,8
E01001063,Croydon,Theft and Handling,Other Theft,0,2016,2
E01001799,Hackney,Violence Against the Person,Common Assault,0,2016,7
E01003418,Merton,Violence Against the Person,Harassment,1,2016,9
E01002670,Hounslow,Robbery,Personal Property,0,2016,7
E01002552,Hillingdon,Criminal Damage,Criminal Damage To Other Building,0,2016,6
E01004611,Wandsworth,Theft and Handling,Theft From Shops,0,2016,7
E01004180,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,2
E01001387,Ealing,Violence Against the Person,Offensive Weapon,0,2016,5
E01004563,Wandsworth,Theft and Handling,Theft From Motor Vehicle,0,2016,4
E01002487,Hillingdon,Criminal Damage,Criminal Damage To Other Building,0,2016,2
E01002932,Kingston upon Thames,Drugs,Drug Trafficking,0,2016,11
E01033725,Hillingdon,Drugs,Possession Of Drugs,2,2016,2
E01001748,Hackney,Violence Against the Person,Other violence,1,2016,4
E01000999,Croydon,Drugs,Possession Of Drugs,0,2016,2
E01004535,Wandsworth,Violence Against the Person,Wounding/GBH,0,2016,12
E01004159,Sutton,Violence Against the Person,Harassment,0,2016,8
E01003026,Lambeth,Theft and Handling,Other Theft Person,0,2016,2
E01000513,Brent,Violence Against the Person,Assault with Injury,0,2016,2
E01033599,Westminster,Violence Against the Person,Other violence,0,2016,8
E01000748,Bromley,Robbery,Business Property,0,2016,8
E01003980,Southwark,Burglary,Burglary in a Dwelling,1,2016,3
E01004364,Waltham Forest,Criminal Damage,Other Criminal Damage,0,2016,1
E01002540,Hillingdon,Criminal Damage,Other Criminal Damage,0,2016,3
E01000742,Bromley,Robbery,Business Property,0,2016,6
E01004133,Sutton,Burglary,Burglary in a Dwelling,0,2016,3
E01003382,Merton,Violence Against the Person,Assault with Injury,0,2016,7
E01000565,Brent,Burglary,Burglary in a Dwelling,0,2016,7
E01002567,Hounslow,Violence Against the Person,Assault with Injury,1,2016,12
E01001005,Croydon,Burglary,Burglary in a Dwelling,1,2016,5
E01001795,Hackney,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,6
E01003327,Lewisham,Theft and Handling,Theft From Motor Vehicle,3,2016,7
E01001582,Greenwich,Theft and Handling,Other Theft,5,2016,8
E01003072,Lambeth,Burglary,Burglary in Other Buildings,0,2016,3
E01002491,Hillingdon,Violence Against the Person,Assault with Injury,0,2016,9
E01000964,Camden,Other Notifiable Offences,Going Equipped,0,2016,9
E01002145,Harrow,Criminal Damage,Criminal Damage To Other Building,0,2016,12
E01001417,Enfield,Violence Against the Person,Assault with Injury,0,2016,11
E01000213,Barnet,Criminal Damage,Criminal Damage To Other Building,0,2016,10
E01000809,Bromley,Theft and Handling,Other Theft,0,2016,9
E01002816,Kensington and Chelsea,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,6
E01002814,Kensington and Chelsea,Theft and Handling,Theft From Motor Vehicle,0,2016,10
E01004486,Wandsworth,Robbery,Personal Property,0,2016,3
E01003176,Lambeth,Burglary,Burglary in Other Buildings,0,2016,3
E01003131,Lambeth,Criminal Damage,Criminal Damage To Other Building,0,2016,7
E01004456,Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,0,2016,9
E01002875,Kensington and Chelsea,Violence Against the Person,Wounding/GBH,0,2016,12
E01001762,Hackney,Theft and Handling,Other Theft,4,2016,2
E01000870,Camden,Violence Against the Person,Common Assault,0,2016,11
E01003796,Redbridge,Criminal Damage,Other Criminal Damage,1,2016,3
E01003971,Southwark,Burglary,Burglary in Other Buildings,1,2016,9
E01002943,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,11
E01000284,Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,8
E01033463,Brent,Violence Against the Person,Assault with Injury,0,2016,7
E01000799,Bromley,Robbery,Personal Property,0,2016,8
E01003256,Lewisham,Criminal Damage,Criminal Damage To Other Building,0,2016,7
E01003178,Lambeth,Violence Against the Person,Other violence,0,2016,12
E01000065,Barking and Dagenham,Drugs,Drug Trafficking,0,2016,5
E01002580,Hounslow,Theft and Handling,Other Theft Person,0,2016,7
